Date,City,State,SizeRank,ForSale_Inv,New_Listings,Avg_List_Price,%Change_LP,Avg_Sale_Price,%Change_SP,HVI,%Change_HVI,Avg_Rent,%Change_Rent
2020-02-29,Ogden,UT,89,2346.0,637.0,393084.0,2.93,296250.0,0.91,333314.0,0.82,1325.0,2.24
2020-02-29,Daytona Beach,FL,90,6334.0,1530.0,281167.0,0.96,226332.0,-0.39,227538.0,0.59,1382.0,0.29
2020-02-29,Des Moines,IA,91,4172.0,857.0,258438.0,1.6,213667.0,-2.29,210324.0,0.14,1073.0,0.37
2020-02-29,Provo,UT,100,3014.0,593.0,403984.0,1.73,335000.0,0.8,375459.0,0.79,1337.0,0.38
2020-02-29,Durham,NC,104,2251.0,500.0,375483.0,2.91,292733.0,-1.07,276982.0,0.32,1340.0,-0.3
2020-02-29,Fort Collins,CO,159,2274.0,375.0,436798.0,1.43,394188.0,0.49,419964.0,0.25,1568.0,0.97
2020-03-31,New York,NY,1,74319.0,19185.0,585667.0,1.15,424000.0,0.16,485893.0,0.29,2746.0,0.22
2020-03-31,Los Angeles-Long Beach-Anaheim,CA,2,21712.0,8210.0,889333.0,2.3,673662.0,1.0,690441.0,1.02,2491.0,-0.04
2020-03-31,Chicago,IL,3,47566.0,12059.0,320800.0,3.49,235000.0,2.17,244979.0,0.22,1731.0,0.58
2020-03-31,Dallas-Fort Worth,TX,4,32067.0,9625.0,335667.0,0.5,273933.0,0.36,261669.0,0.49,1431.0,0.35
2020-03-31,Philadelphia,PA,5,22437.0,6909.0,289633.0,1.16,248333.0,0.0,254433.0,0.2,1590.0,0.32
2020-03-31,Houston,TX,6,40488.0,8222.0,304816.0,0.92,244860.0,-0.27,223582.0,0.27,1374.0,0.37
2020-03-31,Washington,DC,7,18453.0,7537.0,501630.0,3.09,417022.0,0.81,442993.0,0.3,2033.0,0.35
2020-03-31,Miami-Fort Lauderdale,FL,8,63309.0,11928.0,400187.0,0.23,301367.0,0.79,306468.0,0.64,1960.0,0.0
2020-03-31,Atlanta,GA,9,35898.0,9565.0,325740.0,0.62,263408.0,1.11,248519.0,0.43,1471.0,0.55
2020-03-31,Boston,MA,10,11083.0,4407.0,597667.0,2.81,473638.0,1.43,504555.0,0.52,2568.0,0.55
2020-03-31,San Francisco,CA,11,5716.0,2966.0,899667.0,3.05,790000.0,1.07,1144461.0,0.96,3130.0,-0.13
2020-03-31,Detroit,MI,12,17131.0,4940.0,228300.0,1.86,185667.0,1.29,184775.0,1.1,1179.0,0.51
2020-03-31,Riverside,CA,13,17391.0,5344.0,423000.0,1.2,391500.0,1.03,388548.0,0.38,1917.0,0.05
2020-03-31,Phoenix,AZ,14,23102.0,8378.0,388967.0,1.71,305663.0,0.82,290721.0,1.05,1400.0,0.21
2020-03-31,Seattle,WA,15,7837.0,3875.0,662915.0,2.32,512983.0,1.2,541545.0,1.13,1978.0,0.71
2020-03-31,Minneapolis-St Paul,MN,16,11695.0,4423.0,389534.0,2.74,283476.0,1.81,300071.0,0.41,1513.0,0.46
2020-03-31,San Diego,CA,17,7221.0,3018.0,771300.0,2.03,606423.0,1.11,613696.0,0.93,2356.0,0.04
2020-03-31,St. Louis,MO,18,11488.0,3608.0,237267.0,2.43,185250.0,-0.38,186196.0,0.22,1077.0,1.13
2020-03-31,Tampa,FL,19,20928.0,5950.0,275135.0,0.52,236117.0,-0.38,230526.0,0.78,1468.0,0.48
2020-03-31,Baltimore,MD,20,11059.0,3588.0,329933.0,2.07,294967.0,0.0,300429.0,0.28,1527.0,-0.26
2020-03-31,Denver,CO,21,12560.0,4275.0,541633.0,2.85,437633.0,1.93,451159.0,0.41,1671.0,0.3
2020-03-31,Pittsburgh,PA,22,8462.0,2127.0,192300.0,3.57,168267.0,0.78,165159.0,0.46,1183.0,0.08
2020-03-31,Portland,OR,23,8388.0,3013.0,482068.0,1.38,409688.0,1.58,428266.0,0.62,1596.0,0.06
2020-03-31,Charlotte,NC,24,11976.0,3520.0,340583.0,1.41,274250.0,0.73,247214.0,0.41,1403.0,0.57
2020-03-31,Sacramento,CA,25,6160.0,2640.0,525267.0,1.11,430333.0,1.18,438490.0,0.73,1834.0,0.22
2020-03-31,San Antonio,TX,26,15443.0,2875.0,282633.0,1.31,230250.0,0.0,237603.0,0.33,1214.0,0.0
2020-03-31,Orlando,FL,27,13231.0,4108.0,328200.0,0.51,270000.0,-1.22,260585.0,0.61,1529.0,0.26
2020-03-31,Cleveland,OH,29,10300.0,2395.0,185933.0,2.78,151333.0,1.34,162401.0,0.53,1145.0,0.0
2020-03-31,Kansas City,MO,30,7836.0,2818.0,333230.0,4.93,226667.0,2.26,212047.0,0.71,1120.0,0.72
2020-03-31,Las Vegas,NV,31,11132.0,3915.0,334000.0,2.56,309078.0,0.22,297804.0,0.8,1375.0,0.22
2020-03-31,Columbus,OH,32,5347.0,2229.0,306567.0,4.77,217725.0,3.09,220749.0,0.63,1191.0,0.0
2020-03-31,Indianapolis,IN,33,7133.0,2499.0,273540.0,4.41,197467.0,2.54,191175.0,0.64,1176.0,0.51
2020-03-31,Austin,TX,35,9265.0,3159.0,338375.0,3.12,323915.0,1.22,339982.0,0.68,1482.0,0.47
2020-03-31,Virginia Beach,VA,36,9990.0,2737.0,292249.0,1.09,251995.0,0.81,251075.0,0.52,1305.0,0.08
2020-03-31,Nashville,TN,37,11285.0,2666.0,354966.0,0.66,302346.0,-0.16,292264.0,0.68,1469.0,0.55
2020-03-31,Providence,RI,38,5567.0,1534.0,384186.0,2.81,291800.0,2.1,325787.0,0.53,1494.0,1.43
2020-03-31,Jacksonville,FL,40,11997.0,2866.0,306313.0,1.44,254667.0,0.0,238146.0,0.88,1322.0,0.46
2020-03-31,Memphis,TN,41,5159.0,1474.0,236633.0,1.43,189633.0,0.29,162733.0,0.58,1159.0,0.96
2020-03-31,Oklahoma City,OK,42,6843.0,1905.0,278527.0,2.01,188633.0,0.87,163311.0,0.61,1110.0,0.82
2020-03-31,Louisville-Jefferson County,KY,43,4728.0,1628.0,265000.0,4.61,189500.0,-0.26,185677.0,0.43,1087.0,0.65
2020-03-31,Hartford,CT,44,4756.0,1332.0,302317.0,2.07,222983.0,0.91,240870.0,0.34,1370.0,0.07
2020-03-31,New Orleans,LA,46,3663.0,881.0,263933.0,0.89,213333.0,-1.08,210294.0,0.15,1245.0,-0.72
2020-03-31,Buffalo,NY,47,2378.0,787.0,197881.0,1.76,158300.0,-0.96,178861.0,0.29,1050.0,1.25
2020-03-31,Raleigh,NC,48,8062.0,1866.0,354839.0,1.74,298167.0,0.45,287874.0,0.43,1390.0,0.65
2020-03-31,Birmingham,AL,49,5585.0,1623.0,267433.0,0.62,214250.0,3.7,181864.0,0.87,1129.0,2.08
2020-03-31,Salt Lake City,UT,50,3383.0,1504.0,483903.0,1.87,350137.0,1.52,394028.0,0.8,1316.0,1.0
2020-03-31,Grand Rapids,MI,52,3257.0,1087.0,306267.0,2.8,214333.0,2.68,226447.0,0.76,1189.0,0.68
2020-03-31,Tucson,AZ,53,4950.0,1685.0,298300.0,1.14,235900.0,0.49,225948.0,0.38,1205.0,-0.17
2020-03-31,Urban Honolulu,HI,54,4403.0,947.0,631333.0,-1.17,602092.0,2.21,715760.0,0.09,2348.0,-0.63
2020-03-31,Tulsa,OK,55,5355.0,1365.0,237508.0,1.33,182409.0,1.11,154212.0,0.59,1048.0,0.29
2020-03-31,Fresno,CA,56,2136.0,765.0,357142.0,1.37,293667.0,0.11,274310.0,0.78,1561.0,-0.38
2020-03-31,Worcester,MA,57,2548.0,931.0,340776.0,3.18,275000.0,0.0,306634.0,0.92,1493.0,-0.53
2020-03-31,Stamford,CT,58,5440.0,1351.0,737823.0,1.72,385883.0,-0.33,419450.0,-0.11,2196.0,0.41
2020-03-31,Albuquerque,NM,59,3074.0,1107.0,294633.0,2.91,223731.0,1.4,219181.0,0.79,1146.0,0.26
2020-03-31,Albany,NY,60,2178.0,490.0,274104.0,1.7,201000.0,-0.17,208641.0,0.0,1226.0,0.66
2020-03-31,Omaha,NE,61,3317.0,1186.0,312517.0,3.07,200000.0,2.3,210119.0,0.48,1050.0,1.16
2020-03-31,New Haven,CT,62,3039.0,902.0,304898.0,1.73,211083.0,-0.47,237188.0,0.7,1602.0,0.19
2020-03-31,Bakersfield,CA,63,2768.0,843.0,272500.0,1.76,249983.0,0.4,236663.0,1.08,1310.0,-0.98
2020-03-31,Knoxville,TN,64,4206.0,1095.0,289930.0,2.36,215348.0,1.69,201668.0,0.9,1213.0,-0.98
2020-03-31,Greenville,SC,65,5832.0,1225.0,266545.0,1.7,212483.0,2.74,212116.0,0.3,1244.0,1.06
2020-03-31,Ventura,CA,66,1838.0,708.0,813333.0,2.13,605500.0,0.75,624482.0,-0.12,2468.0,-0.36
2020-03-31,Allentown,PA,67,2966.0,896.0,281080.0,4.11,199167.0,2.14,218183.0,0.57,1399.0,-0.29
2020-03-31,El Paso,TX,68,3828.0,981.0,202676.0,0.0,166317.0,-0.29,139848.0,0.33,1093.0,0.18
2020-03-31,Baton Rouge,LA,69,5104.0,1091.0,244900.0,1.37,209549.0,-0.47,191411.0,0.73,1183.0,0.68
2020-03-31,Dayton,OH,70,2241.0,905.0,192398.0,6.6,141317.0,2.98,140623.0,1.03,1053.0,0.77
2020-03-31,Greensboro,NC,73,2130.0,710.0,260800.0,0.66,176000.0,2.58,160504.0,0.98,1071.0,0.09
2020-03-31,Akron,OH,74,3281.0,783.0,157567.0,3.28,147750.0,1.14,158038.0,0.99,964.0,0.63
2020-03-31,North Port-Sarasota-Bradenton,FL,75,10029.0,2457.0,375000.0,-0.2,279913.0,-0.97,285130.0,0.56,1642.0,-0.79
2020-03-31,Little Rock,AR,76,4624.0,974.0,195945.0,1.92,170140.0,2.92,152509.0,0.24,960.0,0.1
2020-03-31,Stockton,CA,77,1546.0,610.0,419103.0,0.07,426417.0,0.33,380536.0,0.58,1937.0,-0.1
2020-03-31,Charleston,SC,78,7304.0,1605.0,366882.0,1.74,291658.0,0.45,281758.0,0.25,1453.0,-0.21
2020-03-31,Syracuse,NY,79,1795.0,459.0,163760.0,2.63,144250.0,-2.24,150302.0,0.89,1107.0,-1.07
2020-03-31,Colorado Springs,CO,80,2735.0,1265.0,465111.0,1.05,344125.0,2.56,330915.0,1.0,1480.0,0.34
2020-03-31,Winston-Salem,NC,81,2219.0,723.0,284930.0,1.85,172000.0,-0.58,161449.0,0.31,1241.0,0.32
2020-03-31,Springfield,MA,83,1513.0,522.0,272224.0,3.56,217833.0,-0.61,241682.0,0.39,1355.0,-0.22
2020-03-31,Fort Myers,FL,84,15949.0,2757.0,263201.0,1.69,243333.0,1.69,245359.0,0.5,1471.0,-0.2
2020-03-31,Boise City,ID,85,3578.0,1536.0,388498.0,2.38,321967.0,2.38,326329.0,1.05,1332.0,1.52
2020-03-31,Toledo,OH,86,2010.0,574.0,161526.0,1.04,127300.0,0.77,128113.0,0.82,1010.0,0.3
2020-03-31,Madison,WI,87,2536.0,823.0,341567.0,2.5,272483.0,1.52,292585.0,0.74,1229.0,0.24
2020-03-31,Lakeland,FL,88,5431.0,1147.0,241607.0,1.01,210550.0,-0.32,196596.0,0.85,1344.0,0.45
2020-03-31,Ogden,UT,89,2450.0,894.0,401843.0,2.23,297408.0,0.39,336564.0,0.98,1319.0,-0.45
2020-03-31,Daytona Beach,FL,90,6555.0,1732.0,284333.0,1.13,228995.0,1.18,228411.0,0.38,1393.0,0.8
2020-03-31,Des Moines,IA,91,4283.0,1148.0,263581.0,1.99,211333.0,-1.09,210766.0,0.21,1078.0,0.47
2020-03-31,Provo,UT,100,3124.0,828.0,413990.0,2.48,336667.0,0.5,378864.0,0.91,1339.0,0.15
2020-03-31,Durham,NC,104,2298.0,652.0,389120.0,3.63,300083.0,2.51,277775.0,0.29,1348.0,0.6
2020-03-31,Fort Collins,CO,159,2332.0,499.0,447489.0,2.45,393487.0,-0.18,421281.0,0.31,1577.0,0.57
2020-04-30,New York,NY,1,71975.0,16307.0,593667.0,1.37,425667.0,0.39,487391.0,0.31,2730.0,-0.58
2020-04-30,Los Angeles-Long Beach-Anaheim,CA,2,21393.0,7577.0,892333.0,0.34,676995.0,0.49,695564.0,0.74,2466.0,-1.0
2020-04-30,Chicago,IL,3,47443.0,11817.0,328800.0,2.49,246333.0,4.82,245107.0,0.05,1729.0,-0.12
2020-04-30,Dallas-Fort Worth,TX,4,32193.0,9597.0,338967.0,0.98,280099.0,2.25,262288.0,0.24,1425.0,-0.42
2020-04-30,Philadelphia,PA,5,21253.0,6310.0,294633.0,1.73,257418.0,3.66,255466.0,0.41,1584.0,-0.38
2020-04-30,Houston,TX,6,40595.0,7988.0,307642.0,0.93,249935.0,2.07,224616.0,0.46,1365.0,-0.66
2020-04-30,Washington,DC,7,18939.0,7954.0,513297.0,2.33,431667.0,3.51,444919.0,0.43,2026.0,-0.34
2020-04-30,Miami-Fort Lauderdale,FL,8,61229.0,9906.0,399855.0,-0.08,306700.0,1.77,308105.0,0.53,1952.0,-0.41
2020-04-30,Atlanta,GA,9,36210.0,9524.0,327167.0,0.44,273074.0,3.67,249585.0,0.43,1466.0,-0.34
2020-04-30,Boston,MA,10,11389.0,4527.0,605967.0,1.39,486633.0,2.74,506026.0,0.29,2559.0,-0.35
2020-04-30,San Francisco,CA,11,5934.0,2923.0,916333.0,1.85,817500.0,3.48,1145780.0,0.12,3114.0,-0.51
2020-04-30,Detroit,MI,12,15652.0,4172.0,234100.0,2.54,195258.0,5.17,186360.0,0.86,1182.0,0.25
2020-04-30,Riverside,CA,13,16678.0,4845.0,426333.0,0.79,393667.0,0.55,390926.0,0.61,1908.0,-0.47
2020-04-30,Phoenix,AZ,14,23368.0,8084.0,384767.0,-1.08,308997.0,1.09,294851.0,1.42,1394.0,-0.43
2020-04-30,Seattle,WA,15,8489.0,4315.0,662598.0,-0.05,525025.0,2.35,545892.0,0.8,1967.0,-0.56
2020-04-30,Minneapolis-St Paul,MN,16,12513.0,5050.0,392997.0,0.89,293176.0,3.42,301427.0,0.45,1514.0,0.07
2020-04-30,San Diego,CA,17,7201.0,2880.0,771633.0,0.04,605090.0,-0.22,617639.0,0.64,2339.0,-0.72
2020-04-30,St. Louis,MO,18,11419.0,3850.0,242267.0,2.11,189383.0,2.23,186764.0,0.31,1078.0,0.09
2020-04-30,Tampa,FL,19,20426.0,5359.0,275132.0,-0.0,240667.0,1.93,232201.0,0.73,1464.0,-0.27
2020-04-30,Baltimore,MD,20,10898.0,3656.0,339443.0,2.88,303500.0,2.89,300896.0,0.16,1516.0,-0.72
2020-04-30,Denver,CO,21,13048.0,4356.0,544967.0,0.62,443300.0,1.29,452657.0,0.33,1654.0,-1.02
2020-04-30,Pittsburgh,PA,22,7797.0,1793.0,197300.0,2.6,178233.0,5.92,165946.0,0.48,1184.0,0.08
2020-04-30,Portland,OR,23,8744.0,3248.0,481086.0,-0.2,413321.0,0.89,429309.0,0.24,1586.0,-0.63
2020-04-30,Charlotte,NC,24,11940.0,3512.0,342329.0,0.51,280917.0,2.43,248559.0,0.54,1388.0,-1.07
2020-04-30,Sacramento,CA,25,6357.0,2650.0,525633.0,0.07,436667.0,1.47,441212.0,0.62,1834.0,0.0
2020-04-30,San Antonio,TX,26,15482.0,2885.0,286153.0,1.25,234917.0,2.03,237722.0,0.05,1211.0,-0.25
2020-04-30,Orlando,FL,27,12990.0,3806.0,325267.0,-0.89,272333.0,0.86,262422.0,0.7,1519.0,-0.65
2020-04-30,Cleveland,OH,29,10026.0,2414.0,192300.0,3.42,156167.0,3.19,163312.0,0.56,1157.0,1.05
2020-04-30,Kansas City,MO,30,7817.0,3019.0,342930.0,2.91,233000.0,2.79,213164.0,0.53,1124.0,0.36
2020-04-30,Las Vegas,NV,31,10994.0,3753.0,335667.0,0.5,310680.0,0.52,300405.0,0.87,1360.0,-1.09
2020-04-30,Columbus,OH,32,5305.0,2352.0,316567.0,3.26,225492.0,3.57,221969.0,0.55,1197.0,0.5
2020-04-30,Indianapolis,IN,33,6919.0,2564.0,283537.0,3.65,207800.0,5.23,192188.0,0.53,1177.0,0.09
2020-04-30,Austin,TX,35,9568.0,3328.0,345659.0,2.15,330580.0,2.06,342590.0,0.77,1469.0,-0.88
2020-04-30,Virginia Beach,VA,36,10141.0,2808.0,296298.0,1.39,256511.0,1.79,252170.0,0.44,1303.0,-0.15
2020-04-30,Nashville,TN,37,11404.0,2808.0,358296.0,0.94,306680.0,1.43,294024.0,0.6,1470.0,0.07
2020-04-30,Providence,RI,38,5434.0,1514.0,394639.0,2.72,298467.0,2.28,327629.0,0.57,1499.0,0.33
2020-04-30,Jacksonville,FL,40,12006.0,2705.0,307327.0,0.33,258000.0,1.31,239536.0,0.58,1319.0,-0.23
2020-04-30,Memphis,TN,41,5052.0,1514.0,241633.0,2.11,200300.0,5.63,164163.0,0.88,1166.0,0.6
2020-04-30,Oklahoma City,OK,42,6805.0,1918.0,281953.0,1.23,193300.0,2.47,163995.0,0.42,1112.0,0.18
2020-04-30,Louisville-Jefferson County,KY,43,4575.0,1643.0,278467.0,5.08,194817.0,2.81,186625.0,0.51,1086.0,-0.09
2020-04-30,Hartford,CT,44,4613.0,1311.0,310149.0,2.59,228558.0,2.5,241408.0,0.22,1377.0,0.51
2020-04-30,New Orleans,LA,46,3612.0,824.0,268967.0,1.91,214333.0,0.47,211371.0,0.51,1243.0,-0.16
2020-04-30,Buffalo,NY,47,2184.0,699.0,204708.0,3.45,162133.0,2.42,179502.0,0.36,1042.0,-0.76
2020-04-30,Raleigh,NC,48,8046.0,1860.0,358523.0,1.04,302567.0,1.48,289616.0,0.61,1381.0,-0.65
2020-04-30,Birmingham,AL,49,5543.0,1635.0,269100.0,0.62,224283.0,4.68,183478.0,0.89,1126.0,-0.27
2020-04-30,Salt Lake City,UT,50,3639.0,1681.0,482166.0,-0.36,356356.0,1.78,395722.0,0.43,1304.0,-0.91
2020-04-30,Grand Rapids,MI,52,3077.0,1015.0,313233.0,2.27,221333.0,3.27,228541.0,0.92,1195.0,0.5
2020-04-30,Tucson,AZ,53,4842.0,1551.0,298933.0,0.21,239667.0,1.6,228647.0,1.19,1199.0,-0.5
2020-04-30,Urban Honolulu,HI,54,4370.0,870.0,623000.0,-1.32,615258.0,2.19,716200.0,0.06,2334.0,-0.6
2020-04-30,Tulsa,OK,55,5329.0,1325.0,243678.0,2.6,184059.0,0.9,155065.0,0.55,1042.0,-0.57
2020-04-30,Fresno,CA,56,2092.0,750.0,359852.0,0.76,296500.0,0.96,276647.0,0.85,1546.0,-0.96
2020-04-30,Worcester,MA,57,2528.0,975.0,351892.0,3.26,281583.0,2.39,308374.0,0.57,1498.0,0.33
2020-04-30,Stamford,CT,58,5466.0,1233.0,745121.0,0.99,389883.0,1.04,419156.0,-0.07,2204.0,0.36
2020-04-30,Albuquerque,NM,59,3054.0,1125.0,299821.0,1.76,227731.0,1.79,221049.0,0.85,1140.0,-0.52
2020-04-30,Albany,NY,60,2059.0,461.0,281450.0,2.68,204333.0,1.66,208841.0,0.1,1253.0,2.2
2020-04-30,Omaha,NE,61,3441.0,1369.0,319278.0,2.16,208299.0,4.15,210525.0,0.19,1053.0,0.29
2020-04-30,New Haven,CT,62,2996.0,863.0,310132.0,1.72,217333.0,2.96,238809.0,0.68,1605.0,0.19
2020-04-30,Bakersfield,CA,63,2761.0,834.0,274667.0,0.8,256483.0,2.6,238869.0,0.93,1320.0,0.76
2020-04-30,Knoxville,TN,64,4136.0,1136.0,298263.0,2.87,221681.0,2.94,203128.0,0.72,1212.0,-0.08
2020-04-30,Greenville,SC,65,5843.0,1248.0,269668.0,1.17,220667.0,3.85,212967.0,0.4,1235.0,-0.72
2020-04-30,Ventura,CA,66,1848.0,672.0,808333.0,-0.61,608000.0,0.41,623916.0,-0.09,2429.0,-1.58
2020-04-30,Allentown,PA,67,2682.0,752.0,290327.0,3.29,205833.0,3.35,219176.0,0.46,1399.0,0.0
2020-04-30,El Paso,TX,68,3815.0,909.0,202303.0,-0.18,166658.0,0.21,140071.0,0.16,1101.0,0.73
2020-04-30,Baton Rouge,LA,69,5057.0,1039.0,247933.0,1.24,214216.0,2.23,192607.0,0.62,1186.0,0.25
2020-04-30,Dayton,OH,70,2198.0,906.0,204998.0,6.55,150950.0,6.82,142214.0,1.13,1044.0,-0.85
2020-04-30,Greensboro,NC,73,2116.0,705.0,261500.0,0.27,180100.0,2.33,162110.0,1.0,1075.0,0.37
2020-04-30,Akron,OH,74,3192.0,773.0,164233.0,4.23,154000.0,4.23,159226.0,0.75,965.0,0.1
2020-04-30,North Port-Sarasota-Bradenton,FL,75,9656.0,1958.0,371663.0,-0.89,283082.0,1.13,286705.0,0.55,1641.0,-0.06
2020-04-30,Little Rock,AR,76,4669.0,960.0,199793.0,1.96,176390.0,3.67,153194.0,0.45,961.0,0.1
2020-04-30,Stockton,CA,77,1530.0,607.0,420354.0,0.3,432750.0,1.49,384027.0,0.92,1938.0,0.05
2020-04-30,Charleston,SC,78,7249.0,1555.0,370668.0,1.03,293712.0,0.7,282412.0,0.23,1451.0,-0.14
2020-04-30,Syracuse,NY,79,1678.0,427.0,171079.0,4.47,148000.0,2.6,151783.0,0.99,1098.0,-0.81
2020-04-30,Colorado Springs,CO,80,2862.0,1322.0,473732.0,1.85,351125.0,2.03,333975.0,0.92,1477.0,-0.2
2020-04-30,Winston-Salem,NC,81,2215.0,722.0,287388.0,0.86,181000.0,5.23,162117.0,0.41,1238.0,-0.24
2020-04-30,Springfield,MA,83,1496.0,535.0,284661.0,4.57,222333.0,2.07,242776.0,0.45,1351.0,-0.3
2020-04-30,Fort Myers,FL,84,15233.0,2260.0,264552.0,0.51,247333.0,1.64,246381.0,0.42,1456.0,-1.02
2020-04-30,Boise City,ID,85,3681.0,1664.0,393831.0,1.37,323633.0,0.52,329396.0,0.94,1325.0,-0.53
2020-04-30,Toledo,OH,86,1950.0,582.0,166567.0,3.12,131617.0,3.39,129367.0,0.98,1021.0,1.09
2020-04-30,Madison,WI,87,2728.0,864.0,348233.0,1.95,281283.0,3.23,294609.0,0.69,1233.0,0.33
2020-04-30,Lakeland,FL,88,5266.0,1026.0,242642.0,0.43,211233.0,0.32,197957.0,0.69,1346.0,0.15
2020-04-30,Ogden,UT,89,2584.0,1002.0,403209.0,0.34,305742.0,2.8,339528.0,0.88,1311.0,-0.61
2020-04-30,Daytona Beach,FL,90,6435.0,1525.0,284633.0,0.11,229664.0,0.29,229419.0,0.44,1387.0,-0.43
2020-04-30,Des Moines,IA,91,4366.0,1267.0,267462.0,1.47,216000.0,2.21,211013.0,0.12,1063.0,-1.39
2020-04-30,Provo,UT,100,3298.0,914.0,418639.0,1.12,343300.0,1.97,381068.0,0.58,1348.0,0.67
2020-04-30,Durham,NC,104,2289.0,662.0,394291.0,1.33,305000.0,1.64,278734.0,0.35,1337.0,-0.82
2020-04-30,Fort Collins,CO,159,2337.0,521.0,453036.0,1.24,394042.0,0.14,423759.0,0.59,1576.0,-0.06
2020-05-31,New York,NY,1,70224.0,14982.0,599000.0,0.9,429000.0,0.78,488204.0,0.17,2712.0,-0.66
2020-05-31,Los Angeles-Long Beach-Anaheim,CA,2,21804.0,7613.0,888667.0,-0.41,676663.0,-0.05,693655.0,-0.27,2449.0,-0.69
2020-05-31,Chicago,IL,3,47793.0,11958.0,332167.0,1.02,254333.0,3.25,244939.0,-0.07,1728.0,-0.06
2020-05-31,Dallas-Fort Worth,TX,4,33168.0,10298.0,343133.0,1.23,282132.0,0.73,262705.0,0.16,1423.0,-0.14
2020-05-31,Philadelphia,PA,5,20909.0,6411.0,301333.0,2.27,265612.0,3.18,256283.0,0.32,1586.0,0.13
2020-05-31,Houston,TX,6,41299.0,8258.0,311852.0,1.37,250223.0,0.12,225210.0,0.26,1357.0,-0.59
2020-05-31,Washington,DC,7,19585.0,8154.0,523297.0,1.95,436667.0,1.16,445996.0,0.24,2015.0,-0.54
2020-05-31,Miami-Fort Lauderdale,FL,8,59943.0,9356.0,399522.0,-0.08,311700.0,1.63,309129.0,0.33,1940.0,-0.61
2020-05-31,Atlanta,GA,9,37482.0,10086.0,330500.0,1.02,274233.0,0.42,250120.0,0.21,1466.0,0.0
2020-05-31,Boston,MA,10,12241.0,5025.0,614600.0,1.42,496108.0,1.95,507110.0,0.21,2549.0,-0.39
2020-05-31,San Francisco,CA,11,6467.0,3072.0,926697.0,1.13,836000.0,2.26,1136200.0,-0.84,3098.0,-0.51
2020-05-31,Detroit,MI,12,16102.0,4934.0,245750.0,4.98,199258.0,2.05,186680.0,0.17,1184.0,0.17
2020-05-31,Riverside,CA,13,16414.0,4777.0,428000.0,0.39,395667.0,0.51,392251.0,0.34,1904.0,-0.21
2020-05-31,Phoenix,AZ,14,23655.0,7904.0,379800.0,-1.29,309660.0,0.21,297583.0,0.93,1394.0,0.0
2020-05-31,Seattle,WA,15,9445.0,4740.0,659667.0,-0.44,523025.0,-0.38,545905.0,0.0,1955.0,-0.61
2020-05-31,Minneapolis-St Paul,MN,16,13605.0,5706.0,392997.0,0.0,299545.0,2.17,302240.0,0.27,1512.0,-0.13
2020-05-31,San Diego,CA,17,7434.0,2929.0,771633.0,0.0,602000.0,-0.51,620564.0,0.47,2339.0,0.0
2020-05-31,St. Louis,MO,18,11540.0,4105.0,248597.0,2.61,200300.0,5.76,186900.0,0.07,1080.0,0.19
2020-05-31,Tampa,FL,19,20313.0,5317.0,276710.0,0.57,245750.0,2.11,233362.0,0.5,1459.0,-0.34
2020-05-31,Baltimore,MD,20,10980.0,3786.0,347810.0,2.46,310830.0,2.42,301498.0,0.2,1515.0,-0.07
2020-05-31,Denver,CO,21,14892.0,5035.0,541633.0,-0.61,446668.0,0.76,454085.0,0.32,1650.0,-0.24
2020-05-31,Pittsburgh,PA,22,7903.0,2048.0,204900.0,3.85,188267.0,5.63,165967.0,0.01,1188.0,0.34
2020-05-31,Portland,OR,23,9495.0,3582.0,480726.0,-0.07,416655.0,0.81,430444.0,0.26,1585.0,-0.06
2020-05-31,Charlotte,NC,24,12365.0,3738.0,346653.0,1.26,281667.0,0.27,249834.0,0.51,1384.0,-0.29
2020-05-31,Sacramento,CA,25,6782.0,2797.0,524967.0,-0.13,439500.0,0.65,440944.0,-0.06,1830.0,-0.22
2020-05-31,San Antonio,TX,26,15770.0,3006.0,290153.0,1.4,239000.0,1.74,238014.0,0.12,1210.0,-0.08
2020-05-31,Orlando,FL,27,13149.0,3813.0,321933.0,-1.03,274833.0,0.92,264257.0,0.7,1516.0,-0.2
2020-05-31,Cleveland,OH,29,10028.0,2612.0,201300.0,4.68,161500.0,3.41,164042.0,0.45,1159.0,0.17
2020-05-31,Kansas City,MO,30,8024.0,3315.0,352667.0,2.84,240000.0,3.0,213891.0,0.34,1127.0,0.27
2020-05-31,Las Vegas,NV,31,11396.0,3739.0,333667.0,-0.6,311198.0,0.17,300708.0,0.1,1359.0,-0.07
2020-05-31,Columbus,OH,32,5502.0,2576.0,326567.0,3.16,231492.0,2.66,223077.0,0.5,1202.0,0.42
2020-05-31,Indianapolis,IN,33,7010.0,2773.0,292205.0,3.06,215333.0,3.63,193027.0,0.44,1189.0,1.02
2020-05-31,Austin,TX,35,10321.0,3612.0,353580.0,2.29,332434.0,0.56,345201.0,0.76,1457.0,-0.82
2020-05-31,Virginia Beach,VA,36,10294.0,2926.0,302695.0,2.16,265000.0,3.31,253439.0,0.5,1304.0,0.08
2020-05-31,Nashville,TN,37,11924.0,3054.0,363263.0,1.39,310386.0,1.21,296057.0,0.69,1471.0,0.07
2020-05-31,Providence,RI,38,5506.0,1648.0,401946.0,1.85,309833.0,3.81,329125.0,0.46,1488.0,-0.73
